AÑO,MES,Fecha,Tipo día,GRAN BS.AS.,BUENOS AIRES,CENTRO,LITORAL,CUYO,NOROESTE,NORESTE,COMAHUE,PATAGONICA,DEMANDA TOTAL,TEMPERATURA REFERENCIA MEDIA GBA °C
2017,2017-01-01,2017-01-01,Domingo o Feriado,6352.6952083333335,1472.2704999999999,1134.39425,1766.6239583333333,903.1358749999999,1602.1266249999999,1400.3334166666666,561.2432083333333,500.8630416666667,15693.686083333332,31.3
2017,2017-01-01,2017-01-02,Lunes habiles,6617.86375,1779.4352083333333,1363.5272916666665,1963.9258333333335,1091.8111666666666,1627.56725,1585.6167083333332,638.8351666666666,540.57775,17209.160125,25.35
2017,2017-01-01,2017-01-03,Martes Habiles,6677.996166666667,1888.9843333333336,1600.744625,2036.3459166666669,1178.7185833333333,1806.474,1652.9898333333333,624.6490833333334,536.4723333333333,18003.374875,25.450000000000003
2017,2017-01-01,2017-01-04,Miercoles habiles,6426.997625,1840.6238333333333,1356.3812916666668,1756.6405000000002,1078.90325,1759.8556666666666,1604.7503749999998,598.4005,528.9040833333333,16951.457125,27.0
2017,2017-01-01,2017-01-05,Jueves Habiles,5873.95075,1770.9425833333335,1366.0189166666667,1848.409375,1037.7918333333334,1403.4900416666667,1228.3031250000001,585.2067083333333,524.6571250000001,15638.77045833333,21.9
2017,2017-01-01,2017-01-06,Viernes habiles,5781.113583333333,1801.1037083333333,1367.3537083333333,1929.8039166666667,1135.5126666666667,1354.6172916666667,1218.6668750000001,615.4865,550.8625416666666,15754.520791666671,24.299999999999997
2017,2017-01-01,2017-01-07,Sabado o Semilaborable,6231.733708333333,1862.7489583333333,1388.7969166666664,2042.9157916666666,1161.9485416666666,1425.69075,1306.369875,626.3617083333334,533.9347083333333,16580.500958333334,29.1
2017,2017-01-01,2017-01-08,Domingo o Feriado,5188.791958333333,1541.2567083333333,1177.849625,1759.2963333333335,997.1040416666666,1504.2322083333331,1325.70125,576.4880833333333,508.49525,14579.215458333334,25.9
2017,2017-01-01,2017-01-09,Lunes habiles,6257.524333333334,1754.2463333333333,1355.71325,1833.1819166666667,1192.7929583333332,1685.1558750000002,1569.054875,595.5017916666667,531.6897916666667,16774.861125000003,25.549999999999997
2017,2017-01-01,2017-01-10,Martes Habiles,5492.771291666667,1709.0524583333333,1313.6745833333332,1745.4193750000002,1140.3918333333334,1289.83225,1334.3338333333334,580.9942083333334,531.1909583333334,15137.660791666665,22.4
2017,2017-01-01,2017-01-11,Miercoles habiles,6023.496458333334,1787.6374583333334,1383.9515000000001,1929.7552083333333,1200.0698333333332,1393.972625,1370.9469166666668,607.618875,524.6935,16222.142375000001,25.6
2017,2017-01-01,2017-01-12,Jueves Habiles,6868.540041666667,1931.5294583333334,1600.4784166666668,2210.2523333333334,1318.1967083333334,1591.0882916666667,1520.5922083333335,655.6352499999999,539.3722916666667,18235.685,27.15
2017,2017-01-01,2017-01-13,Viernes habiles,6778.951958333334,1936.1007499999998,1586.0201666666665,2420.03775,1246.3566250000001,1706.036625,1621.8897916666667,653.7884166666666,533.080875,18482.262958333336,26.5
2017,2017-01-01,2017-01-14,Sabado o Semilaborable,5199.61825,1743.8365416666666,1291.0740833333332,1932.6752083333333,1157.330125,1464.7282916666666,1503.0365416666666,613.4180833333334,521.6305,15427.347625,23.0
2017,2017-01-01,2017-01-15,Domingo o Feriado,4729.097375,1522.4719583333333,1025.0527083333334,1621.0272083333332,1016.4795416666666,1274.1393333333333,1337.4315833333333,584.9861666666667,494.463875,13605.149749999999,22.049999999999997
2017,2017-01-01,2017-01-16,Lunes habiles,5752.7015,1800.777875,1297.0032916666667,1749.2946666666667,1180.2113333333334,1466.126125,1273.8566666666668,676.4689166666667,550.9737083333333,15747.414083333333,24.1
2017,2017-01-01,2017-01-17,Martes Habiles,6502.0896250000005,1952.9302083333332,1477.3611666666666,2099.8196666666668,1239.81275,1647.4798333333335,1351.058,683.391125,545.6567083333333,17499.59908333333,28.200000000000003
2017,2017-01-01,2017-01-18,Miercoles habiles,6486.555874999999,1919.58325,1616.418625,2375.297916666667,1243.6041666666667,1704.2419166666666,1466.3852916666667,676.7903749999999,541.5453333333334,18030.422749999998,25.45
2017,2017-01-01,2017-01-19,Jueves Habiles,7047.651999999999,2007.8972083333335,1719.645375,2589.8515416666664,1314.1355833333334,1760.8178333333333,1513.1156666666666,714.6172916666666,538.1549166666667,19205.88741666666,28.0
2017,2017-01-01,2017-01-20,Viernes habiles,7120.450208333333,2083.8115833333336,1770.8699166666665,2572.3355,1333.032375,1784.506,1524.4420416666665,744.8022916666667,551.1830416666667,19485.43295833333,28.4
2017,2017-01-01,2017-01-21,Sabado o Semilaborable,6652.423041666666,2018.0804583333331,1591.8082916666665,2331.9902500000003,1269.96575,1719.7937916666667,1525.0005,725.3485000000001,538.7971249999999,18373.20770833333,29.1
2017,2017-01-01,2017-01-22,Domingo o Feriado,6226.292791666667,1751.569625,1447.76225,2097.9817083333332,1067.9667083333334,1542.4664583333333,1433.502375,652.6089166666667,519.2135833333333,16739.364416666664,27.8
2017,2017-01-01,2017-01-23,Lunes habiles,7235.284500000001,1933.5223333333333,1605.945125,2503.2830833333333,1061.66425,1425.9918333333333,1484.8325416666667,707.88,557.3973333333333,18515.801000000003,28.049999999999997
2017,2017-01-01,2017-01-24,Martes Habiles,7214.967666666666,1896.7171250000001,1586.0563333333332,2575.9015416666666,1128.1417083333333,1534.860625,1396.98525,685.1266666666667,538.5476666666667,18557.30458333333,26.6
